left_wam/base_yaw_joint_pos,left_wam/base_yaw_joint_vel,left_wam/base_yaw_joint_eff,left_wam/shoulder_pitch_joint_pos,left_wam/shoulder_pitch_joint_vel,left_wam/shoulder_pitch_joint_eff,left_wam/shoulder_yaw_joint_pos,left_wam/shoulder_yaw_joint_vel,left_wam/shoulder_yaw_joint_eff,left_wam/elbow_pitch_joint_pos,left_wam/elbow_pitch_joint_vel,left_wam/elbow_pitch_joint_eff,left_wam/wrist_yaw_joint_pos,left_wam/wrist_yaw_joint_vel,left_wam/wrist_yaw_joint_eff,left_wam/wrist_pitch_joint_pos,left_wam/wrist_pitch_joint_vel,left_wam/wrist_pitch_joint_eff,left_wam/palm_yaw_joint_pos,left_wam/palm_yaw_joint_vel,left_wam/palm_yaw_joint_eff,header_from_controller_start
1508285193.1740587,1.6110450608008482,0.0001403267957895758,0.0,-1.6574323036823846,0.015112382975507507,0.0,0.01774310982389804,-0.01809908536554044,0.0,0.26614566669815876,-0.033814672936390136,0.0,-0.36918331436278656,0.0248534546944401,0.0,-0.03186568337721202,0.04001296362815157,0.0,0.02938503049801028,-0.03394588840965038,0.0,111.301354395
1508285193.1940577,1.6110450608008482,4.490457465266421e-08,0.0,-1.657459453784825,-0.001798396621476082,0.0,0.017788721931414342,0.0030236347443849186,0.0,0.26614566669815876,-1.082069533964483e-05,0.0,-0.36926238553741986,0.001526441051809079,0.0,-0.03178661220257875,0.001531292094668933,0.0,0.02938503049801028,-0.04896275384476832,0.0,111.321353354
1508285193.2140565,1.6110450608008482,-2.3418503900194677e-05,0.0,-1.657459453784825,-0.012596851398433312,0.0,0.017788721931414342,0.021162681130889174,0.0,0.26614566669815876,0.008179561554236199,0.0,-0.36918331436278656,0.03182041096606304,0.0,-0.03186568337721202,0.031820412518396755,0.0,0.029487775359891433,0.03277899890172514,0.0,111.341352272
1508285193.2340605,1.6110450608008482,0.002806316541326453,0.0,-1.6574323036823846,0.015148970358086612,0.0,0.01774310982389804,-0.018150027344450096,0.0,0.26614566669815876,-0.0013724955224940277,0.0,-0.36926238553741986,0.0012354995585588356,0.0,-0.03178661220257875,0.0013366215543834917,0.0,0.029487775359891433,0.04136910319348536,0.0,111.361356242
1508285193.2540593,1.6110450608008482,8.98021293224464e-07,0.0,-1.657459453784825,0.0022636617195772746,0.0,0.017788721931414342,-0.0038006102379889873,0.0,0.26614566669815876,5.408679254646141e-05,0.0,-0.36926238553741986,0.02397670316863149,0.0,-0.03178661220257875,0.026506894881501222,0.0,0.029487775359891433,0.05049945293702051,0.0,111.381355096
1508285193.274058,1.6110450608008482,2.8736681383182813e-10,0.0,-1.657459453784825,-0.010831306342181815,0.0,0.017788721931414342,0.018196569637280197,0.0,0.26614566669815876,0.00021836136486460552,0.0,-0.36918331436278656,-0.0004984196538209551,0.0,-0.03186568337721202,8.482206361991557e-06,0.0,0.029487775359891433,0.050641552469582164,0.0,111.4013538
1508285193.2940612,1.6110450608008482,0.0029336213865648973,0.0,-1.657459453784825,-0.010805638475335652,0.0,0.017788721931414342,0.01821184162594846,0.0,0.26614566669815876,6.987563675667368e-08,0.0,-0.36918331436278656,-0.0010125301411368934,0.0,-0.03186568337721202,-0.001512969508464752,0.0,0.02938503049801028,-0.04125375552396373,0.0,111.421356969
1508285193.3140583,1.6110450608008482,9.38758843700766e-07,0.0,-1.657459453784825,-0.0017426356674077235,0.0,0.017788721931414342,0.0028694973506021614,0.0,0.26614566669815876,-5.4318817890860796e-05,0.0,-0.36918331436278656,0.03188339404642618,0.0,-0.03186568337721202,-0.04403059591942232,0.0,0.029487775359891433,0.04108772251473937,0.0,111.441354134
1508285193.3340619,1.6110450608008482,3.004028299842448e-10,0.0,-1.6574323036823846,0.010843041084506016,0.0,0.01774310982389804,-0.018274192642058356,0.0,0.2662308878530413,0.03572692273718048,0.0,-0.36918331436278656,0.00026306790910109743,0.0,-0.03186568337721202,-0.00026695501370036743,0.0,0.02938503049801028,0.007838578772686863,0.0,111.46135753
1508285193.354059,1.6110450608008482,9.612890559495823e-14,0.0,-1.657459453784825,-0.011410938699667852,0.0,0.017788721931414342,-0.019182026823878782,0.0,0.26614566669815876,0.0071033873807484355,0.0,-0.36926238553741986,-0.031008411093562935,0.0,-0.03178661220257875,0.033040223917890015,0.0,0.029487775359891433,-0.0015809259422177948,0.0,111.481354765
1508285193.374059,1.6110450608008482,-0.015037059315325993,0.0,-1.657459453784825,-0.010647649631794626,0.0,0.017788721931414342,0.01787575329262207,0.0,0.26614566669815876,-0.006956956525351818,0.0,-0.36926238553741986,-0.00697327350986506,0.0,-0.03178661220257875,-0.006446444291629367,0.0,0.02938503049801028,-0.03560328678330649,0.0,111.501354596
1508285193.3940625,1.6110450608008482,0.0001115580243851795,0.0,-1.657459453784825,0.002176555102278144,0.0,0.017788721931414342,-0.0035982027020147953,0.0,0.26614566669815876,-0.005209881334453022,0.0,-0.36926238553741986,-0.007666797873218071,0.0,-0.03178661220257875,-0.007666629287873618,0.0,0.029487775359891433,0.03946039485193739,0.0,111.521358337
1508285193.4140599,1.6110450608008482,-2.325486485681382e-05,0.0,-1.6574323036823846,0.011290475110467869,0.0,0.01774310982389804,-0.01896795263870371,0.0,0.26614566669815876,-5.601181001784535e-05,0.0,-0.36918331436278656,0.011390350694442771,0.0,-0.03186568337721202,0.0012076955411060974,0.0,0.029487775359891433,0.031272752241970396,0.0,111.541355707
1508285193.434063,1.6110450608008482,0.0029217241932008348,0.0,-1.6574323036823846,0.0108575248487221,0.0,0.01774310982389804,-0.018240615912378407,0.0,0.26614566669815876,0.00021852015442917546,0.0,-0.36918331436278656,3.6449122222216826e-06,0.0,-0.03186568337721202,0.0025296413266270336,0.0,0.029487775359891433,-0.007945722340997016,0.0,111.56135867
1508285193.4540598,1.6110815841529407,0.01467652686480252,0.0,-1.6574323036823846,0.010443633429851367,0.0,0.01774310982389804,-0.017545279319204493,0.0,0.26614566669815876,-0.006872409698198997,0.0,-0.36918331436278656,-0.006326151319066777,0.0,-0.03186568337721202,0.006326961970660988,0.0,0.02938503049801028,-0.039247852674559866,0.0,111.581355488
1508285193.4740603,1.6110450608008482,0.0029288681282986476,0.0,-1.657459453784825,-0.0016472906942524095,0.0,0.017788721931414342,0.0027674444478275133,0.0,0.26614566669815876,-0.00022042662291733742,0.0,-0.36918331436278656,-2.024368422101366e-06,0.0,-0.03186568337721202,2.0246278306115138e-06,0.0,0.029487775359891433,0.03437394856867783,0.0,111.601356098
1508285193.4940636,1.6110450608008482,0.0005852139167994206,0.0,-1.6574323036823846,0.008631097112103348,0.0,0.017834334038930866,0.021827533377225625,0.0,0.2662308878530413,0.041052125413165975,0.0,-0.36926238553741986,-0.02513849393899738,0.0,-0.03178661220257875,0.025138493939071565,0.0,0.029487775359891433,1.099966354197689e-05,0.0,111.62135937
1508285193.5140653,1.6110450608008482,0.0005597118358812327,0.0,-1.6574323036823846,0.008684400949857406,0.0,0.01774310982389804,-0.014297356704240927,0.0,0.26614566669815876,0.00821734249052964,0.0,-0.36918331436278656,0.0002353395463947883,0.0,-0.03186568337721202,-0.00033619726470848364,0.0,0.029487775359891433,0.039466286481624105,0.0,111.641360898
1508285193.5340643,1.6110450608008482,0.0029215625027793077,0.0,-1.6574323036823846,0.010753325351395487,0.0,0.01774310982389804,-0.018123488557674726,0.0,0.2662308878530413,0.0013120638550169622,0.0,-0.36918331436278656,5.0366759476179996e-05,0.0,-0.03186568337721202,-5.0399033946022727e-05,0.0,0.02938503049801028,-0.001308792649248123,0.0,111.661360027
1508285193.5540612,1.6110450608008482,0.0005853508915121294,0.0,-1.657459453784825,-0.010767880391398333,0.0,0.017788721931414342,0.01808999490648314,0.0,0.26614566669815876,-0.02587616771085534,0.0,-0.36918331436278656,-0.00010081764424806704,0.0,-0.03186568337721202,-1.6127690880424595e-08,0.0,0.02938503049801028,-0.03290746070342767,0.0,111.681356892
1508285193.5740619,1.6110450608008482,1.8731228528388122e-07,0.0,-1.657459453784825,-0.01118555283025596,0.0,0.017788721931414342,-0.018780124544454154,0.0,0.26614566669815876,0.00026341059511798766,0.0,-0.36918331436278656,0.02616722741576801,0.0,-0.03186568337721202,-0.03886438966889143,0.0,0.029487775359891433,0.04191288295289148,0.0,111.701357715
1508285193.594065,1.6110450608008482,-2.3412865847752432e-05,0.0,-1.657459453784825,-0.002269656522454831,0.0,0.017788721931414342,-0.0035210403978617293,0.0,0.2662308878530413,0.035328476629059774,0.0,-0.36926238553741986,0.03756548415379272,0.0,-0.03194475455184531,-0.038075699787016096,0.0,0.02938503049801028,0.006879871845184881,0.0,111.721360706
1508285193.6140623,1.6110450608008482,0.0029210277461121526,0.0,-1.657459453784825,-0.0004159874688112529,0.0,0.017788721931414342,0.0006965110595205897,0.0,0.26614566669815876,0.0054692441980881985,0.0,-0.36926238553741986,0.03067620658609503,0.0,-0.03178661220257875,0.03377577842617523,0.0,0.029487775359891433,0.038602649341802894,0.0,111.741358062
1508285193.6340654,1.6110450608008482,9.347288787558877e-07,0.0,-1.6574323036823846,0.002172032516179739,0.0,0.01774310982389804,-0.003649010211435772,0.0,0.2662308878530413,0.04082977790640583,0.0,-0.36926238553741986,0.000965314709213642,0.0,-0.03178661220257875,-0.0009446900740093804,0.0,0.029487775359891433,0.0102657655502829,0.0,111.761361015
1508285193.6540623,1.6110450608008482,2.991132412018838e-10,0.0,-1.657459453784825,0.0018136990613476756,0.0,0.017788721931414342,0.0042159551777409,0.0,0.2662308878530413,-0.00020590551847570767,0.0,-0.36918331436278656,-0.00010089747344556766,0.0,-0.03186568337721202,-0.000507846701090084,0.0,0.02938503049801028,-0.04936948490725,0.0,111.781357923
1508285193.6740634,1.6110450608008482,9.57162371846027e-14,0.0,-1.6574323036823846,-8.663898117657713e-05,0.0,0.01774310982389804,-0.0001451792198615421,0.0,0.26614566669815876,-0.0014183852864314613,0.0,-0.36926238553741986,-0.00632920297515187,0.0,-0.03178661220257875,0.0063290081770137965,0.0,0.02938503049801028,0.007878241766899932,0.0,111.801359096
1508285193.6940656,1.6110450608008482,-0.0005842766789983344,0.0,-1.657459453784825,0.00437625615259851,0.0,0.017788721931414342,-2.9282147113475714e-05,0.0,0.26614566669815876,-0.03397796631754763,0.0,-0.36926238553741986,-5.270707088120087e-05,0.0,-0.03178661220257875,-4.8656443312543436e-05,0.0,0.029487775359891433,0.047636629246841186,0.0,111.821361212
1508285193.714063,1.6110450608008482,-1.869685372794668e-07,0.0,-1.657459453784825,-0.0017341570668363076,0.0,0.017788721931414342,-0.004369714818777292,0.0,0.2662308878530413,0.027296171882677998,0.0,-0.36918331436278656,-0.0002024235097450989,0.0,-0.03186568337721202,0.0002023910734204859,0.0,0.02938503049801028,0.00034409031550141034,0.0,111.841358587
1508285193.7340667,1.6110815841529407,0.01461214175725688,0.0,-1.657459453784825,-0.0022417424170144635,0.0,0.017788721931414342,0.003763791337746049,0.0,0.2662308878530413,0.006879231491352979,0.0,-0.36918331436278656,0.002530697930943607,0.0,-0.03186568337721202,0.012647846209036303,0.0,0.02938503049801028,-0.007952995518029355,0.0,111.861362438
