left_wam/base_yaw_joint_pos,left_wam/base_yaw_joint_vel,left_wam/base_yaw_joint_eff,left_wam/shoulder_pitch_joint_pos,left_wam/shoulder_pitch_joint_vel,left_wam/shoulder_pitch_joint_eff,left_wam/shoulder_yaw_joint_pos,left_wam/shoulder_yaw_joint_vel,left_wam/shoulder_yaw_joint_eff,left_wam/elbow_pitch_joint_pos,left_wam/elbow_pitch_joint_vel,left_wam/elbow_pitch_joint_eff,left_wam/wrist_yaw_joint_pos,left_wam/wrist_yaw_joint_vel,left_wam/wrist_yaw_joint_eff,left_wam/wrist_pitch_joint_pos,left_wam/wrist_pitch_joint_vel,left_wam/wrist_pitch_joint_eff,left_wam/palm_yaw_joint_pos,left_wam/palm_yaw_joint_vel,left_wam/palm_yaw_joint_eff,header_from_controller_start
1508285124.1332202,1.6110450608008482,-1.4299024947896295e-11,0.0,-1.6574323036823846,0.01040294338018856,0.0,0.01774310982389804,-0.017765862983686508,0.0,0.2662308878530413,0.034507670959087834,0.0,-0.36926238553741986,-0.006339753241109398,0.0,-0.03178661220257875,0.006339753241107174,0.0,0.029487775359891433,-0.006262546489381546,0.0,42.260515892
1508285124.1532195,1.6110450608008482,-4.575687983326809e-15,0.0,-1.6574323036823846,0.004778205104877356,0.0,0.01774310982389804,-0.0007420278040814482,0.0,0.26614566669815876,1.1042454706908094e-05,0.0,-0.36918331436278656,-2.028721037155005e-06,0.0,-0.03186568337721202,2.028721037154293e-06,0.0,0.02938503049801028,-2.004014876602092e-06,0.0,42.280515208
1508285124.1732216,1.6110450608008482,-0.0005823332545493341,0.0,-1.6574323036823846,0.002084355956599985,0.0,0.01774310982389804,0.0034989068405886703,0.0,0.2662308878530413,0.033969443382326096,0.0,-0.36918331436278656,0.00030313070741341727,0.0,-0.03186568337721202,-0.00030313070741341727,0.0,0.02938503049801028,-0.0019664771661510295,0.0,42.300517426
1508285124.1932213,1.6110450608008482,0.002911825852952392,0.0,-1.6574323036823846,-0.002684993903824115,0.0,0.01774310982389804,0.002820881720142177,0.0,0.26614566669815876,0.00680556535427389,0.0,-0.36918331436278656,0.0013159005435153578,0.0,-0.03186568337721202,-0.0013159005435148961,0.0,0.02938503049801028,-0.0013171473536331682,0.0,42.320516998
1508285124.2132194,1.6110450608008482,9.317842729447644e-07,0.0,-1.6574323036823846,-0.01074882522298913,0.0,0.01774310982389804,-0.018113785981587506,0.0,0.26614566669815876,0.0013110216131839694,0.0,-0.36918331436278656,-0.006352999295908895,0.0,-0.03186568337721202,-0.006353841472254515,0.0,0.029487775359891433,0.03942278189724794,0.0,42.340515116
1508285124.2332187,1.6110450608008482,2.981709673423243e-10,0.0,-1.6574323036823846,-0.0021761233019439944,0.0,0.01774310982389804,-0.003655899822055223,0.0,0.26614566669815876,0.006765699692414082,0.0,-0.36910424318815327,-2.032959774690844e-06,0.0,-0.03178661220257875,-2.0332292711214423e-06,0.0,0.02938503049801028,-0.03113724574525025,0.0,42.360514372
1508285124.2532225,1.6110450608008482,9.541470954954368e-14,0.0,-1.657459453784825,-0.011368816976104592,0.0,0.017788721931414342,0.01763685604942133,0.0,0.26614566669815876,-0.008181935535484935,0.0,-0.36918331436278656,0.000253015284834251,0.0,-0.03186568337721202,-0.00025301658601465684,0.0,0.02938503049801028,-7.58825702893521e-05,0.0,42.38051817
1508285124.2732205,1.6110450608008482,3.0532707055853936e-17,0.0,-1.6574051535799441,0.011239554358946491,0.0,0.017788721931414564,0.017440552457550152,0.0,0.2662308878530413,0.042121362753453434,0.0,-0.36918331436278656,8.096489114696024e-08,0.0,-0.03186568337721202,-8.09653075246901e-08,0.0,0.02938503049801028,0.00203146830021962,0.0,42.400516364
1508285124.2932205,1.6110450608008482,9.770466257873248e-21,0.0,-1.6574323036823846,3.596657394862873e-06,0.0,0.01774310982389804,0.007338145966975845,0.0,0.26614566669815876,-0.02724541246612311,0.0,-0.36918331436278656,0.00025349945047754434,0.0,-0.03186568337721202,-0.0002534994504776776,0.0,0.02938503049801028,-0.03325853506783185,0.0,42.420516246
1508285124.3132224,1.6110450608008482,3.1265492025194356e-24,0.0,-1.6574323036823846,0.011625804083621766,0.0,0.01774310982389804,-0.018070323210472892,0.0,0.26614566669815876,-0.0010999802497928003,0.0,-0.36926238553741986,-5.035373064310126e-05,0.0,-0.03178661220257875,5.035373064308351e-05,0.0,0.029487775359891433,-0.0019807125465420915,0.0,42.440518063
1508285124.3332193,1.6110450608008482,1.0004957448062183e-27,0.0,-1.657459453784825,0.0022623069084583454,0.0,0.017788721931414342,-0.00350895848777326,0.0,0.26614566669815876,0.001361823757882282,0.0,-0.36918331436278656,0.0012638582954726156,0.0,-0.03186568337721202,-0.001263858295472172,0.0,0.02938503049801028,-0.0016429086791953668,0.0,42.460515095
1508285124.3532226,1.6110450608008482,-0.0029213833949918258,0.0,-1.6574323036823846,-1.6665825876756872e-05,0.0,0.01774310982389804,2.8091895584698777e-05,0.0,0.26614566669815876,0.0003282037406493465,0.0,-0.36918331436278656,-0.00025306471771162836,0.0,-0.03186568337721202,-0.0002538735870206417,0.0,0.02938503049801028,-0.043105988977599916,0.0,42.480518233
1508285124.3732216,1.6110450608008482,-9.348426863973833e-07,0.0,-1.6574323036823846,0.013025395523889418,0.0,0.01774310982389804,-0.01451854632032542,0.0,0.26614566669815876,-0.0339508979746336,0.0,-0.36918331436278656,0.0002530556539849522,0.0,-0.031707541027945485,0.0002530553951466844,0.0,0.02938503049801028,-0.041012075297619355,0.0,42.500517326
1508285124.3932219,1.6110450608008482,-2.9914965964716226e-10,0.0,-1.6574051535799441,0.008760857359289826,0.0,0.017788721931414564,0.014415084254553949,0.0,0.2662308878530413,-0.00164323985119898,0.0,-0.36926238553741986,8.097780927518463e-08,0.0,-0.03178661220257875,8.097772644693892e-08,0.0,0.02938503049801028,-0.041079776411333,0.0,42.520517522
1508285124.4132218,1.6110450608008482,-9.572789108709182e-14,0.0,-1.6574323036823846,7.238513472542088e-05,0.0,0.01774310982389804,-0.00011228419694251584,0.0,0.26614566669815876,-0.00032770174858838536,0.0,-0.36918331436278656,0.0015084593741531637,0.0,-0.03186568337721202,-0.0015084593223268627,0.0,0.029487775359891433,0.05123084883361026,0.0,42.540517634
1508285124.433222,1.6110450608008482,-3.0632925147869347e-17,0.0,-1.657459453784825,-0.009366269496146168,0.0,0.017788721931414342,0.01456173103923691,0.0,0.26614566669815876,0.00032600962140734235,0.0,-0.36918331436278656,-0.006322654453136081,0.0,-0.03186568337721202,-0.006323619867116735,0.0,0.02938503049801028,-0.04073867657044701,0.0,42.560517875
1508285124.4532225,1.6110450608008482,-9.80253604731818e-21,0.0,-1.6574323036823846,-0.010854195462087834,0.0,0.01774310982389804,-0.01828380586475731,0.0,0.26614566669815876,-0.0002726231396266318,0.0,-0.36918331436278656,-0.02558608991827655,0.0,-0.03186568337721202,0.025075950911659064,0.0,0.02938503049801028,-1.3036376502543027e-05,0.0,42.580518226
1508285124.4732215,1.6110450608008482,-3.136811535141814e-24,0.0,-1.6574323036823846,-0.010407360986538841,0.0,0.01774310982389804,-0.017484357311468617,0.0,0.26614566669815876,0.00027121707240433093,0.0,-0.36918331436278656,-8.187548773848488e-06,0.0,-0.03186568337721202,8.024304291730891e-06,0.0,0.029487775359891433,0.04969710778630962,0.0,42.600517213
1508285124.4932287,1.6110450608008482,-0.0029068319122368853,0.0,-1.6574051535799441,0.004753958871302845,0.0,0.017788721931414564,0.0007262583756910992,0.0,0.2662308878530413,0.028509974804141195,0.0,-0.36918331436278656,-2.6200156076315134e-09,0.0,-0.03186568337721202,2.5677773733538824e-09,0.0,0.02938503049801028,-0.006776283800229183,0.0,42.620524337
1508285124.5132232,1.6110450608008482,-9.301862119158023e-07,0.0,-1.6574051535799441,0.008343612615638141,0.0,0.017788721931414564,0.02127896049062563,0.0,0.26614566669815876,0.0013510037393174197,0.0,-0.36918331436278656,0.005101537587823716,0.0,-0.03186568337721202,0.005101537589482019,0.0,0.02938503049801028,6.315694174367289e-05,0.0,42.640518961
1508285124.5332224,1.6110450608008482,-2.9765958781305644e-10,0.0,-1.6574323036823846,-0.0017339755857306172,0.0,0.01774310982389804,0.004383367129807853,0.0,0.26614566669815876,-0.034019712273452136,0.0,-0.36918331436278656,-0.031614053308650955,0.0,-0.03186568337721202,0.03161731829270769,0.0,0.02938503049801028,2.0210221357975302e-08,0.0,42.660518244
1508285124.553226,1.6110450608008482,-9.525106810017795e-14,0.0,-1.6574323036823846,0.010496621863104233,0.0,0.01774310982389804,-0.01904767225516411,0.0,0.26614566669815876,-0.033736032012328054,0.0,-0.36926238553741986,-0.03155438415123765,0.0,-0.03178661220257875,0.03155438519602148,0.0,0.02938503049801028,-0.031077808734481967,0.0,42.680521717
1508285124.5732238,1.6110450608008482,-3.048034179205691e-17,0.0,-1.6574323036823846,0.004830058277558938,0.0,0.01774310982389804,-0.001022219418317451,0.0,0.26614566669815876,-6.512082013170521e-05,0.0,-0.36918331436278656,0.0012436242048178463,0.0,-0.03186568337721202,-0.0012436242044830757,0.0,0.02938503049801028,-7.544089464097309e-05,0.0,42.700519532
1508285124.5932257,1.6110450608008482,-9.753709373458202e-21,0.0,-1.6574323036823846,0.011319631452662618,0.0,0.01774310982389804,-0.01749135707201837,0.0,0.26614566669815876,-0.0013685527584839216,0.0,-0.36918331436278656,3.979597455417103e-07,0.0,-0.03186568337721202,-3.979597454345837e-07,0.0,0.02938503049801028,-6.579345991476934e-05,0.0,42.720521381
1508285124.613224,1.6110450608008482,-3.121186999506621e-24,0.0,-1.6574323036823846,-0.0020990536844468018,0.0,0.01774310982389804,0.0038176189458272577,0.0,0.26614566669815876,0.0013694051512451804,0.0,-0.36918331436278656,0.006325398511881594,0.0,-0.03186568337721202,-0.006325398511879373,0.0,0.02938503049801028,-2.1053907172726166e-08,0.0,42.740519713
1508285124.633223,1.6110450608008482,-9.987798398421176e-28,0.0,-1.6574051535799441,0.01962568908129218,0.0,0.017788721931414564,0.0034128728630096914,0.0,0.26614566669815876,0.0013439377786403455,0.0,-0.36918331436278656,-0.006165312814347387,0.0,-0.03186568337721202,0.006165312814345223,0.0,0.02938503049801028,-0.040978788564215086,0.0,42.760518772
1508285124.6532366,1.6110450608008482,-3.1960954874947723e-31,0.0,-1.6574323036823846,0.0017780134018890166,0.0,0.01774310982389804,-0.002975415410871382,0.0,0.26614566669815876,0.005507164666686879,0.0,-0.36918331436278656,0.03806841153840844,0.0,-0.03186568337721202,-0.038068411538395075,0.0,0.02938503049801028,-0.04090546282281675,0.0,42.780532313
1508285124.6732635,1.6110450608008482,0.002919295698425609,0.0,-1.6574051535799441,0.016942442657697846,0.0,0.017788721931414564,0.0007870123638509596,0.0,0.26614566669815876,0.006813452255692344,0.0,-0.36918331436278656,0.0012773532088585155,0.0,-0.03186568337721202,-0.0012773532088580675,0.0,0.02938503049801028,-0.00040743233809166144,0.0,42.80055922
