left_wam/base_yaw_joint_pos,left_wam/base_yaw_joint_vel,left_wam/base_yaw_joint_eff,left_wam/shoulder_pitch_joint_pos,left_wam/shoulder_pitch_joint_vel,left_wam/shoulder_pitch_joint_eff,left_wam/shoulder_yaw_joint_pos,left_wam/shoulder_yaw_joint_vel,left_wam/shoulder_yaw_joint_eff,left_wam/elbow_pitch_joint_pos,left_wam/elbow_pitch_joint_vel,left_wam/elbow_pitch_joint_eff,left_wam/wrist_yaw_joint_pos,left_wam/wrist_yaw_joint_vel,left_wam/wrist_yaw_joint_eff,left_wam/wrist_pitch_joint_pos,left_wam/wrist_pitch_joint_vel,left_wam/wrist_pitch_joint_eff,left_wam/palm_yaw_joint_pos,left_wam/palm_yaw_joint_vel,left_wam/palm_yaw_joint_eff,header_from_controller_start
1508285223.1344206,1.6110450608008482,2.27489339819463e-12,0.0,-1.6574323036823846,0.008762288744338114,0.0,0.01774310982389804,-0.022015611657857773,0.0,0.26614566669815876,-0.007022319380308861,0.0,-0.36926238553741986,0.03807891499692031,0.0,-0.03178661220257875,0.02543248580378954,0.0,0.02938503049801028,-0.04096788410829245,0.0,141.261716301
1508285223.1544218,1.6110450608008482,7.279658874222809e-16,0.0,-1.6574323036823846,0.00908923636180969,0.0,0.01774310982389804,-0.015330534181137001,0.0,0.2662308878530413,-0.0010980887588953143,0.0,-0.36918331436278656,0.03158110194153756,0.0,-0.03186568337721202,0.03411872755685051,0.0,0.029487775359891433,-0.0016644307533735729,0.0,141.28171758
1508285223.1744213,1.6110815841529407,0.014530712997380497,0.0,-1.6574323036823846,2.9085556357790976e-06,0.0,0.017834334038930866,-4.905770937963836e-06,0.0,0.26614566669815876,-3.513884028465002e-07,0.0,-0.3693414567120531,-0.012568998428579855,0.0,-0.031865683377212045,6.153324694532776e-05,0.0,0.029487775359891433,0.04120976125243459,0.0,141.30171692
1508285223.1944363,1.6110450608008482,4.649828159161754e-06,0.0,-1.657459453784825,-0.010923223859504992,0.0,0.017788721931414342,0.01835099009398243,0.0,0.26614566669815876,-0.02774393416631577,0.0,-0.36918331436278656,0.006270025228187819,0.0,-0.03186568337721202,0.006375261309738242,0.0,0.029487775359891433,0.04331723883325253,0.0,141.321732056
1508285223.214423,1.6110450608008482,0.00011649581629093013,0.0,-1.657459453784825,-3.4954316350415932e-06,0.0,0.017788721931414342,5.87231683007437e-06,0.0,0.26614566669815876,-0.008229987402267337,0.0,-0.3693414567120531,-0.03137819638541332,0.0,-0.031865683377212045,0.03128106062556548,0.0,0.02938503049801028,0.0013225764437261767,0.0,141.34171872
1508285223.2344248,1.6110450608008482,0.0001168647652388175,0.0,-1.657459453784825,-0.0021700970359559337,0.0,0.017788721931414342,-0.003645754099991272,0.0,0.26614566669815876,-0.033645137782270906,0.0,-0.36918331436278656,0.00024288446356210004,0.0,-0.03186568337721202,0.0002629354258056132,0.0,0.029487775359891433,0.04883857340364387,0.0,141.361720533
1508285223.2544255,1.6110450608008482,-2.3247635156355163e-05,0.0,-1.657459453784825,-0.002518336602987022,0.0,0.017788721931414342,0.002828670045732147,0.0,0.26614566669815876,-0.008186092946474282,0.0,-0.3693414567120531,-0.006827645050958169,0.0,-0.031865683377212045,-0.006321546435819861,0.0,0.029487775359891433,-0.002020762115495738,0.0,141.381721242
1508285223.2744224,1.6110450608008482,-0.002921390834235076,0.0,-1.6574323036823846,0.009052175079154403,0.0,0.017834334038930866,0.013751589238667119,0.0,0.26614566669815876,0.0013051339055824456,0.0,-0.36926238553741986,-0.037854380112001804,0.0,-0.03194475455184531,-0.025204929233663013,0.0,0.029487775359891433,0.009465433092020343,0.0,141.401718157
1508285223.2944224,1.6110815841529407,0.012210602562146799,0.0,-1.657459453784825,-0.00041246701216952864,0.0,0.017788721931414342,0.0007022105502713135,0.0,0.26614566669815876,4.176428497863821e-07,0.0,-0.3693414567120531,-0.03277561491301055,0.0,-0.031865683377212045,-0.03277156708875248,0.0,0.02938503049801028,-0.03441531031565355,0.0,141.421718091
1508285223.3144243,1.6110450608008482,-0.014608234424266927,0.0,-1.6574323036823846,1.7191638150724177e-05,0.0,0.01774310982389804,-2.8878945774042734e-05,0.0,0.2662308878530413,0.03441923874686433,0.0,-0.36926238553741986,-0.03670624490177995,0.0,-0.03194475455184531,-0.026083019119940196,0.0,0.02938503049801028,-0.03296319056959176,0.0,141.441719936
